address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
"1627 Sardis Rd N, Ste 4A","{'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'Caters': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}",PdWPqQKAxHhXVlzHJAFUpg,"Shaved Snow, Coffee & Tea, Food, Shaved Ice",Charlotte,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '12:0-18:0'}",1,35.140687208,-80.7382363826,Kona Snow,28270,27,5.0,NC
3645 South Las Vegas Blvd,"{'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True'}",lzQxNWlUVXJM2uqBeZafaQ,"Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt, Desserts, Creperies, Restaurants",Las Vegas,"{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-23:0'}",1,36.1143218567,-115.1708662882,Blizz Frozen Yogurt - Bally's Hotel & Casino,89109,12,3.0,NV
3900 Las Vegas Blvd S,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",_WEZNXybW8cu1T1KAiY08w,"Food, Ice Cream & Frozen Yogurt, Desserts, Juice Bars & Smoothies",Las Vegas,,1,36.0966847702,-115.1768899756,Blizz Frozen Yogert & Desserts,89119,35,2.5,NV
"1780 N Buffalo Dr, Ste 107","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '1'}",Cf6fac73iYBXwkul-lm4vw,"Food, Bubble Tea, Coffee & Tea, Juice Bars & Smoothies, Desserts, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",1,36.1915274,-115.2594518,Bover,89128,188,4.5,NV
"9350 W Sahara Ave, Ste 140","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'""}",yYwTV3c9Q3S1UDdpDhjgTg,"Ice Cream & Frozen Yogurt, Custom Cakes, Food, Cupcakes, Restaurants, Desserts",Las Vegas,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,36.1469882062,-115.2994772733,Cold Stone Creamery,89117,128,3.5,NV
3553 W Dunlap Ave,"{'GoodForDancing': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Smoking': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': True}""}",vn5Ebwy-IdtJ6PQE6y7vaA,"Nightlife, Karaoke, Filipino, Desserts, Restaurants, Food, Ice Cream & Frozen Yogurt, Asian Fusion",Phoenix,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-17:0'}",1,33.56674,-112.1359928,Halo-Halo Kitchen,85051,215,3.5,AZ
"1028 Grand Ave, Ste 6","{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'""}",PtJ02ZaHGB7yQxMHI7hDMw,"Food, Ice Cream & Frozen Yogurt, Desserts, Donuts",Phoenix,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-1:0', 'Saturday': '21:0-1:0', 'Sunday': '12:0-17:0'}",1,33.4554224747,-112.0866099,Novel Ice Cream,85007,386,5.0,AZ
"1617 N 32nd St, Ste 8","{'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""'no'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False'}",QVHKpXJ3fRNMvin0Yvb4Yw,"Mexican, Desserts, Food, Restaurants, Shaved Ice",Phoenix,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,33.4667851,-112.0125656,Tropical Fruit N'Ice Raspados,85008,24,4.0,AZ
"4870 Blue Diamond Rd, Ste 100","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'BikeParking': 'True'}",9rC6RR79KEgAp2-Qfxfn6A,"Food, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}",1,36.0336334,-115.2074885,Rolled Ice Cream,89139,19,3.5,NV
"34455 N 27th Dr, Ste 101","{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'""}",3lRXNifVJDgqylwaQEHvGw,"American (Traditional), Fast Food, Food, Restaurants, Ice Cream & Frozen Yogurt",Phoenix,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-22:0'}",1,33.797324,-112.117516,Dairy Queen,85085,18,2.0,AZ
"707 Fremont St, Ste 1300","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'False', 'BikeParking': 'True', 'Caters': 'False', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""'quiet'"", 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'HasTV': 'False'}",KiO4n-yRhKM0SZhGpsD49Q,"Food, Restaurants, Ice Cream & Frozen Yogurt, Waffles, Desserts, Juice Bars & Smoothies, Gelato",Las Vegas,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,36.1679308157,-115.1380770635,Waffelato,89101,33,4.0,NV
,"{'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True'}",j4HJIKl39xyJXAsRfes1EA,"Shaved Ice, Food, Food Trucks",Phoenix,,1,33.4483771,-112.0740373,Phoenix Phreeze,,12,4.0,AZ
3545 S Las Vegas Blvd,"{'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'WiFi': ""u'free'""}",YXohNvMTCmGhFMSQsDZq1g,"Ice Cream & Frozen Yogurt, Bakeries, Cupcakes, Food",Las Vegas,"{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}",1,36.117485,-115.169832,Sprinkles Cupcakes and Ice Cream,89109,855,4.0,NV
"1949 E Camelback Rd, Ste 162","{'Caters': 'False', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",SgFJaawsw9ATzuUmS7ho_w,"Food, Custom Cakes, Cupcakes, Ice Cream & Frozen Yogurt",Phoenix,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,33.50768,-112.039869,Cold Stone Creamery,85016,35,2.5,AZ
8200 Providence Rd,"{'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True'}",iAD5r5vNOzc1AP6UA5yFiQ,"Cafes, Food, Ice Cream & Frozen Yogurt, Hawaiian, Gelato, Restaurants, American (New), Italian, Mediterranean",Charlotte,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.095238,-80.779082,Bella Fresco,28277,137,3.5,NC
"9480 S Eastern Ave, Ste 100","{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True'}",tEaW0zgsYihSTjysrpXaWg,"Food, Ice Cream & Frozen Yogurt, Gelato, Desserts",Las Vegas,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '13:0-21:0'}",1,36.0171469,-115.1171168,Nielsen’s Frozen Custard,89123,457,4.5,NV
3355 Las Vegas Blvd S,"{'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False'}",Te8ubqIn8aH2uplVhvMntw,"Coffee & Tea, Ice Cream & Frozen Yogurt, Food",Las Vegas,,1,36.1226476574,-115.1687958085,Cocolini's,89109,135,3.0,NV
"4810 E Ray Rd, Ste 7A","{'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Caters': 'False'}",qeQjp9pa9PkyXDv9P5l4Ow,"Food, Bubble Tea, Ice Cream & Frozen Yogurt",Phoenix,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,33.3212152,-111.9795485,Yummies Yogurt,85044,37,3.5,AZ
3301 S Jones Blvd,"{'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'ByAppointmentOnly': 'False'}",U9_8pqsGTMyuliV4b4cvgQ,"Ice Cream & Frozen Yogurt, Custom Cakes, Food, Desserts",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",1,36.1287386,-115.2254058,Baskin-Robbins,89146,68,4.0,NV
12925 S 48th St,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'Caters': 'False', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True'}",gio48on8yQyFW1fJ1dChGg,"Food, Ice Cream & Frozen Yogurt",Phoenix,"{'Monday': '11:0-23:30', 'Tuesday': '11:0-23:30', 'Wednesday': '11:0-23:30', 'Thursday': '11:0-23:30', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:30'}",1,33.329939,-111.980085,Andy's Frozen Custard,85044,91,4.0,AZ
10975 Oval Park Dr,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DriveThru': 'False', 'RestaurantsReservations': 'False', 'DogsAllowed': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'BikeParking': 'True', 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",jBh399TajGcH28Zo2J1pHw,"Food, American (Traditional), Restaurants, Ice Cream & Frozen Yogurt, Burgers",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-17:0'}",1,36.1515318,-115.3330157,Shake Shack,89135,547,3.5,NV
"6592 N Decatur Blvd, Ste 100","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'""}",Oov46oqwdu6ljHokq1xjfg,"Ice Cream & Frozen Yogurt, Food",Las Vegas,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,36.2798178536,-115.2050080977,U-Swirl Frozen Yogurt,89131,98,4.0,NV
5757 Wayne Newton Blvd,"{'Caters': 'False', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}",0tWXOKgrO1tAuZhu5X8HNw,"Food, Ice Cream & Frozen Yogurt",Las Vegas,,1,36.0807522,-115.1393012,Red Mango,89119,17,4.0,NV
"7322 S Rainbow Blvd, Ste 117","{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'RestaurantsPriceRange2': '3', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True'}",IjsLANGkmAqCsF6-zgIA8w,"Event Planning & Services, Fashion, Food Court, Bakeries, Food, Ice Delivery, Nail Salons, Pizza, Home & Garden, Pilates, Beauty & Spas, Party & Event Planning, Furniture Rental, Music Venues, Home Services, Auto Repair, Fitness & Instruction, Karaoke, Fur Clothing, Electronics, Automotive, Lighting Fixtures & Equipment, Local Services, Active Life, Furniture Repair, Nightlife, Cafes, Italian, Restaurants, Photo Booth Rentals, Furniture Stores, Shopping, DJs, Barbeque, Arts & Entertainment, Audio/Visual Equipment Rental, Party Equipment Rentals",Las Vegas,"{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,36.055128,-115.242644,Best Of The Best DJ's,89139,18,4.0,NV
4036 N Tenaya Way,"{'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'False'}",qZQI5SSqreUqVHl8i8JwOA,"Restaurants, Fast Food, Ice Cream & Frozen Yogurt, Food",Las Vegas,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,36.2339397,-115.2507772,Dairy Queen,89129,27,3.0,NV
2405 Eastern Ave,"{'NoiseLevel': ""'quiet'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Caters': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",5TeA1dyLR7MIor-DfIrYog,"Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Sandwiches, Restaurants",Las Vegas,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-18:0'}",1,36.1444129776,-115.1186299324,Cherry Berries,89104,41,4.0,NV
4847 Shopton Rd,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'True'}",s2B_ZeSGTlQ3qbm0dOY5rg,"Ice Cream & Frozen Yogurt, Restaurants, Burgers, American (Traditional), Food, Fast Food",Charlotte,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.171097,-80.9635474,Hwy 55 Burgers Shakes & Fries,28278,71,3.0,NC
"4325 E Indian School Rd, Ste 110","{'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}",RazK5AssZZ9l_W6h-bTkUw,"Food, Ice Cream & Frozen Yogurt, Desserts",Phoenix,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",1,33.4941043,-111.988346,Creamistry,85018,139,3.0,AZ
