,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state,HasTV,GoodForKids,Caters,NoiseLevel,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsDelivery,WiFi,OutdoorSeating,BusinessParking,RestaurantsPriceRange2,RestaurantsGoodForGroups,BikeParking,WheelchairAccessible,RestaurantsReservations,weekday_close_after_23,weekend_close_after_23,weekend_hour_g11,caterslabel,tvslabel,kidlabel,delilabel,outdoorlabel,grouplabel,wheellabel,reservelabel,noiselabel,takeoutlabel,cardlabel,wifilabel,bikelabel
78,78,78,36256,5501 Josh Birmingham Pkwy; Concourse D,qKdqQAgUepS1rF_FTtScgQ,Charlotte,35.2205406,-80.94113929999997,Pinkberry,28208,37,3.0,NC,No info,No info,No info,No info,True,True,No info,Free wifi,No info,1,2,No info,False,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,1
79,79,79,36322,"5549 E. Indian School Rd., #103",mwex6DE5txdjblHMlHUkhw,Phoenix,33.488545,-111.9613316,Zoyo Frozen Yogurt - Phoenix Arcadia,85018,15,4.0,AZ,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
80,80,80,37599,1224 W 6th St,OyfXVKjDy7VviVWkUxkk1g,Cleveland,41.50096477,-81.69991031,Insomnia Cookies,44113,27,3.5,OH,No info,No info,TRUE,No info,True,True,TRUE,No wifi,No info,0,2,No info,True,No info,No info,1,1,1,0,1,0,0,0,0,0,1,2,0,0,0.0,0
81,81,81,37660,6301 W Lake Mead Blvd,iu-KRfucMNM1j9-EstPGXg,Las Vegas,36.19542792,-115.230753,Sonic Drive-In,89108,41,2.0,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
82,82,82,37665,"1000 S Rampart Blvd, Ste 15",lWnG8JOua6jJ_STTLLstlg,Las Vegas,36.16036,-115.28968300000001,Ice Land Vegas,89145,86,4.5,NV,No info,TRUE,TRUE,No info,True,True,No info,Free wifi,TRUE,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
83,83,83,37780,"7540 W Indian School Rd, Ste A4",MeSrAvgBNWHP2Js2--b6zw,Phoenix,33.4955059,-112.2221483,P.A.K Crepes & Coffee,85033,66,4.5,AZ,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,0,1,TRUE,False,TRUE,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,1
84,84,84,38158,"4906 W Lone Mountain Rd, Ste A105",6roYDeCtF1wcXfQ9iaRv7g,Las Vegas,36.247313399999996,-115.209694,Baskin-Robbins,89130,19,4.0,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
85,85,85,38200,761 E Union Hls Dr,BWVMaAZS6DMVk_wU9jVc7w,Phoenix,33.6545061,-112.06327209999999,Dairy Queen,85024,28,2.5,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,0,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
86,86,86,38260,"4512 E Washington Ave, Ste 14",8mtP3VJ8Ylvz-rEo_osWgg,Madison,43.1295597,-89.3092764,La Michoacana,53704,14,5.0,WI,No info,No info,No info,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
87,87,87,38671,1218 N Euclid Ave,37PlKoT60Qfo_G8V2NRfCQ,Pittsburgh,40.47603089,-79.91953768,LaScola's Italian Ice & Custard,15206,17,4.5,PA,No info,No info,FALSE,No info,False,True,No info,Free wifi,No info,0,2,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,1,0,1.0,0
88,88,88,39254,2531 Monroe St,RmwfJrR4__hd5Scae5qsTw,Madison,43.0576515,-89.42761709999998,Michael's Frozen Custard,53711,72,3.5,WI,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
89,89,89,39547,4809 N 75th Ave,UUyAGY5-6SbMfS7Iun5AGg,Phoenix,33.5079943,-112.220134,Dairy Queen,85033,14,2.0,AZ,No info,No info,No info,No info,True,True,No info,Free wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,1.0,0
90,90,90,39626,1726 Fordem Ave,gOIVkoHTt2xL83dgyM0tuw,Madison,43.0947001,-89.363672,Chocolate Shoppe Ice Cream,53704,13,4.0,WI,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
91,91,91,40541,3950 Las Vegas Blvd S,PSMJesRmIDmust2MUw7aQA,Las Vegas,36.09342097,-115.1761449,Yogurt In,89119,97,2.5,NV,FALSE,TRUE,FALSE,No info,True,True,FALSE,No wifi,FALSE,1,2,TRUE,False,No info,FALSE,1,1,1,1,1,1,1,1,0,0,1,2,0,0,0.0,1
92,92,92,40558,3431 N Rancho,yGXKMV1omio1I_3qNLdtAA,Las Vegas,36.2206412,-115.21612590000001,Sonic Drive-In,89130,27,3.0,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,0,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
93,93,93,40621,1336 Drake St,1ZkcNwQpIESg8LuAHzye6Q,Madison,43.062774,-89.408866,ZuZu Cafe & Market,53715,66,3.5,WI,FALSE,TRUE,No info,quiet,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,0,0,0,1,3,0,0,1.0,0
94,94,94,40657,20230 Lorain Rd,RQ_nzDzcc7pxYsfh6SKNRQ,Cleveland,41.449174,-81.8440587,Webers Premium Custard & Ice Cream,44126,29,4.5,OH,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
95,95,95,41322,"1304 E Chandler Blvd, Ste 104",Hw-yFY8Fz8HOvY6I5l7Ljg,Phoenix,33.3063767,-112.0550425,Yoasis,85048,57,4.0,AZ,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1.0,0
96,96,96,41549,2737 E Carson St,DB1fdI2UGujYViApLsFLBg,Pittsburgh,40.4267356,-79.9664172,Sincerely Yogurt,15203,13,3.5,PA,No info,No info,No info,No info,True,True,No info,Free wifi,No info,1,2,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,1.0,0
97,97,97,41588,"7325 S Rainbow Blvd, Ste 110",0f1ZKmUAcuI7Xz3GLWnsNw,Las Vegas,36.0551922,-115.2434261,Creamistry,89139,60,4.0,NV,No info,No info,TRUE,No info,False,True,No info,Free wifi,No info,0,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,1,0,1.0,0
98,98,98,41681,"6530 N Buffalo Dr, Ste 150",rVi34tu0bITsoxMMT9QhUw,Las Vegas,36.2807229,-115.2653063,Smoothie King,89131,96,2.5,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,No info,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,1.0,0
99,99,99,42135,3715 Forbes Ave,jTlcLfsSDGnHcbjL1aD9Zw,Pittsburgh,40.441467700000004,-79.9574362,Forbes Gyro,15213,55,3.5,PA,FALSE,TRUE,FALSE,average,True,True,TRUE,No wifi,FALSE,1,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,0,1,0,0,1,2,0,0,0.0,0
100,100,100,42338,2205 S Rainbow Blvd,MJXL27XNMm15NQ-MGP8jhw,Las Vegas,36.1470686,-115.2434956,Dairy Queen,89146,35,2.5,NV,TRUE,TRUE,No info,No info,True,True,FALSE,No wifi,FALSE,0,1,TRUE,False,No info,FALSE,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,1
101,101,101,42745,505 E Oakey Blvd,#NAME?,Las Vegas,36.15146586,-115.15155390000001,Luv It Frozen Custard,89104,707,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Paid wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,0,0,0,1,2,0,0,,0
102,102,102,43701,4806 Liberty Ave,Q8b36PEPL61nxeQDcLBV7g,Pittsburgh,40.46040026,-79.94684553,Scoops in Bloomfield,15224,47,4.0,PA,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
103,103,103,44318,"5020 Spring Mountain Rd, Ste 3",VHZPbCbIPHEkKOotdCTiow,Las Vegas,36.12674264,-115.20941140000001,Milkywave,89146,735,4.5,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,False,TRUE,No info,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0.0,1
104,104,104,45044,"Bally's Hotel Casino, 3645 Las Vegas Blvd S",tN1_mcpulkykiecApuYlTA,Las Vegas,36.114222399999996,-115.17085049999999,Evening Call,89109,26,4.5,NV,TRUE,No info,No info,average,True,True,No info,Paid wifi,FALSE,1,2,TRUE,True,No info,FALSE,1,1,1,1,0,1,1,1,0,0,1,2,0,0,,0
105,105,105,45102,"6446 N Durango Dr, Ste 140",ZK4LvZ2n3uD5kR6tp6hsZQ,Las Vegas,36.2780439,-115.28713859999999,Chill Haus,89149,116,4.5,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,FALSE,1,1,No info,False,TRUE,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,1.0,1
106,106,106,45335,748 E Mcdowell Rd,FIsikYUtIBJ0BKT_Ig-GhQ,Phoenix,33.466177,-112.063227,Sonic Drive-In,85006,26,3.0,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
107,107,107,45365,1149 Evergreen Ave,Nu8xtxng4PKFQV1CBLeHgA,Pittsburgh,40.4928468,-79.9748057,Stickler's Ice Pops,15209,12,5.0,PA,No info,No info,TRUE,No info,False,True,FALSE,No wifi,No info,0,1,No info,False,FALSE,No info,0,0,0,0,0,0,1,1,0,1,1,2,1,0,0.0,1
108,108,108,45585,"3708 Las Vegas Blvd S, Level 2, Eastside Tower",XQETjKH84gxDrAiz2lH7Wg,Las Vegas,36.109951,-115.175393,Milk Bar Las Vegas,89109,759,3.5,NV,No info,No info,FALSE,No info,True,True,FALSE,No wifi,FALSE,1,2,No info,True,No info,No info,1,1,1,1,0,1,1,1,0,0,1,2,0,0,0.0,0
109,109,109,45658,4212 Forbes Ave,Oy9xDxD-JtUzSurhOhboLg,Pittsburgh,40.44312168,-79.95314683,Waffallonia,15260,67,4.5,PA,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
110,110,110,45919,4260 W Flamingo Rd,On8O41uCKj1GfF1Bt4S2Lg,Las Vegas,36.11603285,-115.1973662,Sonic Drive-In,89103,203,3.0,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
111,111,111,45976,4751 E Warner Rd,1JmSxEQZQn1AitoNHxvHBQ,Phoenix,33.33048237,-111.981229,Dairy Queen,85044,34,3.0,AZ,FALSE,TRUE,TRUE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,False,No info,FALSE,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,1
112,112,112,46599,1867 W 25th St,xfCgxY_SQfzxFsQjNiLJEQ,Cleveland,41.485917,-81.704254,Mitchell's Homemade Ice Cream - Cleveland,44113,318,5.0,OH,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
113,113,113,47022,6250 State Rd,IVBviNFlrVuQD42yPUnK7Q,Cleveland,41.39391889,-81.71076084,Honey Hut Ice Cream Shoppe,44134,34,5.0,OH,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
114,114,114,47453,"111 N Nellis Blvd, Ste 140",bKkg_SW-lWU2XDNVodksOg,Las Vegas,36.16207632,-115.06250020000002,Menchie's Frozen Yogurt,89110,41,4.5,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1.0,0
115,115,115,47557,"9500 S Eastern Ave, Ste 110",gHGRzRa5qb577oWHAO7xew,Las Vegas,36.01647123,-115.11722479999999,Rolled Ice Cream,89123,191,4.0,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
116,116,116,48059,412 Perry Hwy,ynKAUSYi3c8M-rkVJI1PcQ,Pittsburgh,40.518468,-80.03161170000001,DiPietro's,15229,48,3.5,PA,TRUE,TRUE,FALSE,average,True,True,TRUE,No wifi,FALSE,1,2,TRUE,True,No info,TRUE,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0.0,0
117,117,117,48448,11607 Euclid Ave,q4KI2aUkrCnje3jqKBMULg,Cleveland,41.510915000000004,-81.603487,Piccadilly Artisan Creamery,44106,82,4.5,OH,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
118,118,118,48820,4127 Butler St,D_O7ebohrbgwRmATmVwN8Q,Pittsburgh,40.47011576,-79.96089111,FRIO Creamery,15201,19,5.0,PA,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,0,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
119,119,119,48897,9809 S Eastern Ave,hojZyJk1Wf2UE2CpG7cgIg,Las Vegas,36.01107788,-115.1193237,Freddy's Frozen Custard & Steakburgers,89183,384,4.0,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,Free wifi,FALSE,1,1,TRUE,True,TRUE,FALSE,0,0,0,1,1,1,1,1,0,0,1,2,0,0,1.0,0
120,120,120,49498,"7377 S Jones Blvd, Ste 115",-95mbLJsa0CxXhpaNL4LvA,Las Vegas,36.055251,-115.225806,The Perfect Scoop & Boba Tea,89139,688,3.5,NV,No info,No info,TRUE,No info,True,True,FALSE,Free wifi,TRUE,1,1,No info,False,No info,No info,1,1,1,0,0,0,1,0,0,0,1,2,0,0,1.0,1
121,121,121,49894,"875 South Grand Central Pkwy, Unit 1258",OQUJBH55AH8rm-eR7X-CrQ,Las Vegas,36.16524866,-115.1571912,Amorino Gelato,89106,90,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,2,No info,False,No info,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,1.0,1
122,122,122,50374,4231 W Dunlap Ave,ortVZ6ZUTK7CR41B7AwtXQ,Phoenix,33.5672452,-112.14978810000001,Dairy Queen,85051,26,2.5,AZ,FALSE,TRUE,No info,No info,True,True,FALSE,No wifi,FALSE,0,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0.0,0
123,123,123,50487,"475 E Bell Rd, Ste 170",LdSIXJeWpK5u8tq-nKxQ1w,Phoenix,33.6399201,-112.06696570000001,Yogurtini,85022,136,4.0,AZ,No info,No info,TRUE,No info,True,True,FALSE,Free wifi,No info,1,1,No info,True,No info,No info,1,1,1,0,0,0,1,0,0,0,0,2,0,0,1.0,0
124,124,124,50679,"9820 Rea Rd, Ste B",7i_FVSJQle6cQWTZnFyCrQ,Charlotte,35.03482646,-80.80558689,Cold Stone Creamery,28277,21,4.0,NC,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,0,2,No info,True,No info,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,0
125,125,125,51284,2795 Saw Mill Run Blvd,rzByiKaj-bLeLz-zKNBQdg,Pittsburgh,40.378647799999996,-79.989968,Dairy Queen,15227,19,2.5,PA,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
126,126,126,51409,1139 E Glendale Ave,iObLvZHRZ0RLTQOu-swDgA,Phoenix,33.53797728,-112.0569679,Zoyo Neighborhood Yogurt,85020,78,4.0,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
127,127,127,51983,3645 South Las Vegas Blvd,lzQxNWlUVXJM2uqBeZafaQ,Las Vegas,36.11432186,-115.1708663,Blizz Frozen Yogurt - Bally's Hotel & Casino,89109,12,3.0,NV,TRUE,TRUE,No info,No info,True,True,FALSE,No wifi,FALSE,0,1,TRUE,True,No info,TRUE,0,0,1,1,0,1,1,1,0,0,0,2,0,0,0.0,0
128,128,128,52933,3900 Las Vegas Blvd S,_WEZNXybW8cu1T1KAiY08w,Las Vegas,36.09668477,-115.17688999999999,Blizz Frozen Yogert & Desserts,89119,35,2.5,NV,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,2,No info,False,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,1
129,129,129,53023,"1780 N Buffalo Dr, Ste 107",Cf6fac73iYBXwkul-lm4vw,Las Vegas,36.1915274,-115.2594518,Bover,89128,188,4.5,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
130,130,130,53141,"9350 W Sahara Ave, Ste 140",yYwTV3c9Q3S1UDdpDhjgTg,Las Vegas,36.14698821,-115.2994773,Cold Stone Creamery,89117,128,3.5,NV,No info,No info,FALSE,No info,True,True,FALSE,Free wifi,No info,0,1,No info,True,No info,No info,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
131,131,131,53482,3553 W Dunlap Ave,vn5Ebwy-IdtJ6PQE6y7vaA,Phoenix,33.56674,-112.13599280000001,Halo-Halo Kitchen,85051,215,3.5,AZ,TRUE,TRUE,TRUE,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,False,No info,FALSE,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0.0,1
132,132,132,54190,"1028 Grand Ave, Ste 6",PtJ02ZaHGB7yQxMHI7hDMw,Phoenix,33.45542247,-112.08660990000001,Novel Ice Cream,85007,386,5.0,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
133,133,133,54976,"4870 Blue Diamond Rd, Ste 100",9rC6RR79KEgAp2-Qfxfn6A,Las Vegas,36.0336334,-115.2074885,Rolled Ice Cream,89139,19,3.5,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1.0,0
134,134,134,55418,"34455 N 27th Dr, Ste 101",3lRXNifVJDgqylwaQEHvGw,Phoenix,33.797323999999996,-112.117516,Dairy Queen,85085,18,2.0,AZ,FALSE,TRUE,No info,No info,True,True,FALSE,Free wifi,FALSE,1,2,FALSE,False,No info,FALSE,0,0,1,1,1,1,1,1,1,0,1,2,0,0,1.0,1
135,135,135,55774,"707 Fremont St, Ste 1300",KiO4n-yRhKM0SZhGpsD49Q,Las Vegas,36.16793082,-115.13807709999999,Waffelato,89101,33,4.0,NV,FALSE,TRUE,FALSE,quiet,True,True,FALSE,No wifi,TRUE,1,2,TRUE,True,TRUE,FALSE,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0.0,0
136,136,136,57223,3545 S Las Vegas Blvd,YXohNvMTCmGhFMSQsDZq1g,Las Vegas,36.117484999999995,-115.169832,Sprinkles Cupcakes and Ice Cream,89109,855,4.0,NV,No info,No info,TRUE,No info,True,True,TRUE,Free wifi,No info,1,2,No info,True,No info,No info,1,1,1,0,0,0,0,0,0,0,1,2,0,0,1.0,0
137,137,137,58708,"1949 E Camelback Rd, Ste 162",SgFJaawsw9ATzuUmS7ho_w,Phoenix,33.50768,-112.039869,Cold Stone Creamery,85016,35,2.5,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,2,No info,False,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,1
138,138,138,58903,8200 Providence Rd,iAD5r5vNOzc1AP6UA5yFiQ,Charlotte,35.095238,-80.77908199999997,Bella Fresco,28277,137,3.5,NC,TRUE,TRUE,TRUE,average,True,True,TRUE,Free wifi,TRUE,1,2,TRUE,True,No info,TRUE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0,0
139,139,139,59614,"9480 S Eastern Ave, Ste 100",tEaW0zgsYihSTjysrpXaWg,Las Vegas,36.0171469,-115.1171168,Nielsen__ Frozen Custard,89123,457,4.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
140,140,140,59691,3355 Las Vegas Blvd S,Te8ubqIn8aH2uplVhvMntw,Las Vegas,36.12264766,-115.16879579999998,Cocolini's,89109,135,3.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,FALSE,1,2,No info,False,No info,No info,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0.0,1
141,141,141,60040,"4810 E Ray Rd, Ste 7A",qeQjp9pa9PkyXDv9P5l4Ow,Phoenix,33.3212152,-111.9795485,Yummies Yogurt,85044,37,3.5,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
142,142,142,60702,3301 S Jones Blvd,U9_8pqsGTMyuliV4b4cvgQ,Las Vegas,36.1287386,-115.22540579999999,Baskin-Robbins,89146,68,4.0,NV,No info,No info,FALSE,No info,True,True,FALSE,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
143,143,143,61057,12925 S 48th St,gio48on8yQyFW1fJ1dChGg,Phoenix,33.329939,-111.980085,Andy's Frozen Custard,85044,91,4.0,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,2,No info,True,TRUE,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0.0,0
144,144,144,61196,10975 Oval Park Dr,jBh399TajGcH28Zo2J1pHw,Las Vegas,36.151531799999994,-115.33301570000002,Shake Shack,89135,547,3.5,NV,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,2,TRUE,True,TRUE,FALSE,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1.0,0
145,145,145,61211,"6592 N Decatur Blvd, Ste 100",Oov46oqwdu6ljHokq1xjfg,Las Vegas,36.27981785,-115.2050081,U-Swirl Frozen Yogurt,89131,98,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,1.0,0
146,146,146,61899,5757 Wayne Newton Blvd,0tWXOKgrO1tAuZhu5X8HNw,Las Vegas,36.080752200000006,-115.1393012,Red Mango,89119,17,4.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,1,No info,False,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,1
147,147,147,62382,4036 N Tenaya Way,qZQI5SSqreUqVHl8i8JwOA,Las Vegas,36.23393970000001,-115.25077720000002,Dairy Queen,89129,27,3.0,NV,FALSE,TRUE,No info,No info,True,True,FALSE,No wifi,TRUE,0,1,FALSE,False,No info,FALSE,0,0,0,1,1,1,1,0,1,0,1,2,0,0,0.0,1
148,148,148,62392,2405 Eastern Ave,5TeA1dyLR7MIor-DfIrYog,Las Vegas,36.14441298,-115.11862990000002,Cherry Berries,89104,41,4.0,NV,TRUE,TRUE,FALSE,quiet,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,No info,FALSE,0,0,0,1,0,1,1,1,0,0,1,3,0,0,0.0,0
149,149,149,62406,4847 Shopton Rd,s2B_ZeSGTlQ3qbm0dOY5rg,Charlotte,35.171096999999996,-80.96354740000002,Hwy 55 Burgers Shakes & Fries,28278,71,3.0,NC,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,0,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
150,150,150,62562,"4325 E Indian School Rd, Ste 110",RazK5AssZZ9l_W6h-bTkUw,Phoenix,33.494104300000004,-111.98834599999999,Creamistry,85018,139,3.0,AZ,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,TRUE,No info,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1.0,0
151,151,151,62789,"1616 Las Vegas Blvd S, Ste 130",CYeICxCmbdYbOEQxVS8_Gw,Las Vegas,36.15141954,-115.1526284,D-Scoops & Sweets Art of Flavor,89104,41,5.0,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0.0,0
152,152,152,63037,3446 W Camelback Rd,U5qwBnjmf54Q4pW8Zajt7A,Phoenix,33.510306,-112.1324027,YobaHut,85017,36,4.0,AZ,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1.0,0
153,153,153,63163,3400 E Sky Harbor Blvd,Wl33gUSRNpWth-Z5li4JwQ,Phoenix,33.43674775,-111.9966791,Sweet Republic,85034,37,3.5,AZ,No info,No info,FALSE,No info,True,True,FALSE,No wifi,No info,0,1,No info,False,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,1
154,154,154,63385,"6120 W Tropicana Ave, Ste A17",6T39H2dGUnrM91WqvR0VcQ,Las Vegas,36.1014755,-115.22556499999999,Mr Tea,89103,363,4.5,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,TRUE,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
155,155,155,64461,9020 St Simon Way,VNyrLWOqd8o6RdKs0I6Fwg,Pittsburgh,40.56901511,-80.02503337,Handel's Homemade Ice Cream & Yogurt,15237,28,4.5,PA,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
156,156,156,65580,913 Central Ave,m3XOBJyAJIWEJJUpngVLLw,Charlotte,35.221885,-80.8225322,Two Scoops Creamery,28204,202,4.5,NC,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1.0,0
