business_id,compliment_count,date,text,user_id
VHZPbCbIPHEkKOotdCTiow,0,2013,New flavors coming soon...check Facebook!,Fw4UjJ6yBeyPB27Y4wwEUQ
tEaW0zgsYihSTjysrpXaWg,0,2014,Their flavor of the day hangs behind the cash register.,Ue_7yUlkEbX4AhnYdUfL7g
Z2NIEKTVVP2nEmOF4jNxqQ,0,2017,Vietnamese coffee flavour is the best!,bmSuFvdMyF66PDUZr9VfoQ
NV9ftiLhePO0bNE1z8y6qw,0,2016,"The Wi-Fi password is their phone number with dashes included, if I remember correctly. If not, just ask the owners. :)",IhB3dvBjH5gWp__Ae1VxIw
oVZsUPIMdS8Vk7Jip5l0_g,0,2014,I can't walk by this place without stopping. The hot fudge is glorious.,D5YwD8rMx3f8gUFDp4JeSA
QifB5xsZflXW7mlq5PmVIg,0,2017,"To celebrate their grand opening, Nekter will run the following specials from 9 a.m. to 1 p.m. on Friday:

16-ounce juices and smoothies for $1

24-ounce juice and smoothies for $3

1-Day Cleanses for $30,

Free Nékter swag for the first 50 guests.",QGOtNZfasBwWCuawKjypYA
Vx00mzQudJe-cHtM6Drp7g,0,2015,Check your order before you leave!!!,PVyZXgOkVtnU6966FDFhuw
egpDg61SdYbKWvCpPM7Nbg,0,2012,This place is great! Exotic flavors and generous scoops! Super delish',ag3ltlo6ITMeQxPzD1_4dw
XPIUUhZyClvXW4-rT3tRMQ,0,2014,YUMMY!,s3eSESpsY0Y7mhHE-3t0-Q
6roYDeCtF1wcXfQ9iaRv7g,0,2012,"yummy, the usual please",uzhyth1RoKkWXuzsGeK0uQ
YXohNvMTCmGhFMSQsDZq1g,0,2014,Hecka expensive!,JgMb-_la1_BTYgMOBJtAHw
iAD5r5vNOzc1AP6UA5yFiQ,0,2016,"Nice patio for bringing a dog along, good beer options and decadent gelato.",zPrnD3FdU7zouX0JhJgOrg
7i_FVSJQle6cQWTZnFyCrQ,0,2012,Caramel apples are really good and they'll slice up to share,jKx0XOTrnT6gHiiRZ-UVKg
SsN-SaGGkJn2Qm-jSDQ4aQ,0,2010,Happy hour,IpReaQYuXO_nB07xnkHuNw
dg5cg298SXZVMo4ZEwSUtg,0,2013,I miss central Phoenix.,CHa6N1KJtRmspb_-5RRjAA
E-pUHcZaIzFQbnWnGHcC7w,0,2014,Real ice cream watermelon slush!,qWMUWDjI1wXWnmzlQc2BuA
On8O41uCKj1GfF1Bt4S2Lg,0,2013,"Eat in your car, the tables aren't that comfy!",H7PafciL06m92_fKc7jmeA
Dz48AHU652_zg43sBPRb9w,0,2017,There's a DQ across the street. Words of wisdom: ignore it.,mbfuN626QX9QCPcQ69bxvw
JFPKfg_FNxCD4mNqAAAllQ,0,2016,Discounts for military vets today. Happy Memorial Day!,rRrFcSEZOTw6iZagsIwTFQ
RA1Jchnz3uQDg4YVHckKXQ,0,2012,You have got to try the ice cream!,7GX4DkYxJVEERhlE0d5jfw
6Vvr7K3fB4oDVBeSBPvvyQ,0,2017,Don't forget to tip the hardworking staff when you visit on Free Cone Day!,K8byELF3mfZxbVA_FPVo9w
KuyB4pILxj4pKHvbY6CrJg,0,2014,lots of macaroons - we'll see how they taste,Nw6Jza_cb0aqd4PT769Vzw
I_a74zmgR-X03LsKISWPcg,0,2014,Taro with boba. Best dessert ever! Need to go 24/7 cause I'm always craving it.,rATOBMt4cvaHb1m81fmvbg
Hp8k_RpSIWSeJguyaQpfIw,0,2017,Lemon pound cake gelato is delish!,-KzQH0n2ryLorsVgO7KeRw
YXohNvMTCmGhFMSQsDZq1g,0,2015,Go for the captain crunch ice cream on a red velvet for $5.13,ia5kvJxYR8gPItl9O4W0Mg
fLulwQszkSpXj5JB7dUfxw,0,2017,Great pretzels and service!,c4DZAsXsaMgu3F3-f9dORg
-95mbLJsa0CxXhpaNL4LvA,0,2014,"The macaron ice cream sandwich is a must try, delish!",loOoIBFpGbkx8WaIpQndiA
Hcg-t9QhHvTeSxnvzMtrtw,0,2018,Everything was delicious.,bk7k3QV2DJCu0xSMGkUFwA
-95mbLJsa0CxXhpaNL4LvA,0,2015,Their Black Sesame ice cream is TO DIE FOR.,P49ulSRSHLNnIP-efK-qhw
KuyB4pILxj4pKHvbY6CrJg,0,2014,Pistachio latte. And blackberry macaroon. Amazing!,Jiw8Gd0ZCekHBDK74fyHMg
VHZPbCbIPHEkKOotdCTiow,0,2013,Omg. Yuzo is so good. Insanely delicious! And it's almost gone.,U0WU9d6gpMNkO_tPXK58Sg
OQUJBH55AH8rm-eR7X-CrQ,0,2015,2 classics cost 18.50. It's expensive. Stick to down town summerlin! But if you must... it was still good,p9942XebvxZ9ubHm4SXmMQ
DE37j9FjAfysF5q7jQ507Q,0,2017,"The food here is good. Not Talking Stick Buffet good, but Three Stars, A-Okay good. You will also find the Barista Coffee Bar is better than the Green Mermaid in many ways.",A0j21z2Q1HGic7jW6e9h7A
ccd6w9w81PUBmtV1DFXgig,0,2013,Perfect day for a slush,H5Asta4LpiKmRhSjWaogIg
K8M3OeFCcAnxuxtTc0BQrQ,0,2016,Salted Caramel w Truffle on waffle cone,6tbXpUIU6upoeqWNDo9k_A
aZLggARpUrEpdalQqPUI0Q,0,2016,"Drinking chocolate is super rich and apparently, there's only 1 size and it's Large but my cup doesn't look large",oKaM5MTlyYb_ptyz8U_ZPA
k1bwHg1izaXnUz67pSx_zQ,0,2012,Cherry dipped cone!,AIHzJz0AvTq0FxCLtBhOZA
_V-1gwVcw5Nd0e-8DsJ9RA,0,2014,Ice cream,jGbj8fl575EIQJcfaA1FKQ
On8O41uCKj1GfF1Bt4S2Lg,0,2014,Go during happy hour (2-5) and get 2 medium slushes for 1.88!! Yum,p_QErki4bI6Ni598P0QX9A
D2DCpj35nBAJEXguPLaHyw,1,2014,"My new favorite spot for Mexican ice cream! Served with real fruit! Mmm A+
Credit accepted only if spending more then $10.
$0.50 CREDIT/DEBIT Fee",t3BdzPUvE2tUIG-RQryKjg
dA9VCSq5g8iD1SSkRKOHaw,0,2011,Finally trying chocolate custard. And Megan is happy!,spciuHa8YwZB41XjKqTUOQ
1Vn_lex3LGGwuTo-xeJnww,0,2011,They have Acai flavored yogurt so u can make easy Acai Bowls,CmPjoba7N2ZSa3goSsSN6Q
cWjHc-Fs0yXT7q5gCzAeTA,0,2015,Great customer service and it's a very clean establishment. Recommend this location!,M0bImssAiHSJMSk-9UaEGg
Z2NIEKTVVP2nEmOF4jNxqQ,0,2017,2 nd location will open this Sunday 7-17-17 at 260 Forbes Ave downtown in honor of National ice cream day!,fmzIm7RxEdii5Jz44PtO7g
jBh399TajGcH28Zo2J1pHw,0,2017,Place is awesome. Burger is solid. Do it!,vdgtfFk6x4lVFoYgFIootA
dg5cg298SXZVMo4ZEwSUtg,0,2014,Get two flavors in a medium cup! You'll thank me later!,ctXFXk9-m6PCMoI-Nz2_XQ
suLXZUWsh53kzoTVnO4gng,0,2014,Happy hour 2-5 pm daily featuring select 99 cent snacks and half price drinks,zBi_JWB5uUdVuz3JLoAxGQ
6ockUmdOBYBApEsUCJkBzA,0,2015,Gansito is an awesome flavor.,r_YZfGYzsldQZv_lnqObMQ
MOi64A9mDpK9zUB8546L8Q,0,2015,"If you get a hot dog or corn dog and you say you want ketchup or mustard, make sure you check the bag BEFORE you leave! I ordered 3 corndogs and they gave me one pack of ketchup and one pack of mustard. So many establishments are getting stingy on their condiments.",dnG22hB1dMa9FXgcr_K2jw
RThuRlhMdowhtY8vITEIzQ,0,2016,Get the meatball and feta! OR ELSE.,1C56H0OTzuqEvU6v7rypXg
SSOG-T0sA2UlQkhqkkHBgQ,0,2016,I feel like some of the Baristas could benefit from attitude adjustment.,d0D7L-vfQDIADolnPAcb9A
oIcGZlqwrKkyw_L6YAVYfw,0,2013,2-5pm is happy hour which gets you 1/2 priced drinks.,8DBH3BpLINfTAK_Up5BtUQ
leJo2p90gVq1JQzR-QP-hA,0,2017,Fun flavors like Oreo mixed with salted caramel make this a fun place to visit!,18kdN1OidK-iezWAocWBzQ
jY2RWYyP42EhEtmhfQrnPQ,0,2016,"Very ""cool"" place to visit. The kids will love it!",E-rxuLKSwHpyNHvLRTsI_g
yYwTV3c9Q3S1UDdpDhjgTg,0,2013,Something cool on my way home from work. It's still 102 outside.,9HZSqrJhVZkjJxKVaOICbg
DBcBz2b8c4eHHxAzln3gog,0,2014,You can always create something to satisfy your sweet tooth.,XCJ7LH6OlRRwUQeLrHKr4Q
Te8ubqIn8aH2uplVhvMntw,0,2016,"Best gelato hands down

My fav is  its realllyyy yummmyyyy",fIghg_1J3fbFhqf4RpYFGg
u1qzJu0JwbKU-HjIFjq8kw,0,2012,Coffee!,Rk3KKBmL7coOI3qEs5JzlA
IicSYcYs9_prA7CyPJOugw,0,2015,Sample cups at the registers so you can try before you buy.,mZY3NljShzpVihYYT0vk3w
LQg6wHIu5SGsWI0U5siclw,0,2017,This Shake Shack is in the T-Mobil arena,Xmf0hrZ1S4zBcQ7GmidJ2Q
XPIUUhZyClvXW4-rT3tRMQ,0,2014,"Only place here that makes shaved ice year round, every flavor imaginable! Can't go wrong here if you need to cool off in this triple digit heat.",xX1wftld9-ndtISAAihqng
QlIW78umKyE5d0BLpPh1-w,0,2013,Soft serve simply didn't hit the spot 4 me. :( I'll try again since it was only my first time there.,2oO7VB1YLfh_1B4sbdXhlg
sxNMGQwUuaDsviR4BtuX0g,0,2017,Expect to wait. Came on a Tuesday night around 830pm and there was a line out the door...,1he_r7kQnK5MXOYqXD-Gkg
k1bwHg1izaXnUz67pSx_zQ,0,2011,WooHoo!!! Family Night and then Pineapple Blizzard! Yum!,ItuRDNRUNqigtz2gf63oLQ
nlsibvBeSc8vfus2KuQatA,0,2016,$2 Tuesdays for a limited time!,Vi_qBZBXgkNbsO1qXXkoVw
jpYJDGkYbiubGk6EsU4Dmg,0,2015,"I love the natural flavors, papaya & pear",G0hKae1fj3M3CGz7EpTqEQ
h-1cbSCEMQlf3ampVX6pLw,0,2013,Mmmmm....banana split,AQ0NRRasg_FA403S5gKEDA
lsXRQ6DxyrbMFhl8croN8Q,0,2014,They have some sorta donut deep fried ice cream madness goin on,KyieFxrQxDx6ncUVLaCPAQ
Ned-RPOqD9I6cQULTpk9vg,0,2018,Open 24/7,dsaj_eA71FvpUh49zzKcGA
bRR4gsjHv0F_RnRGjQBqlg,0,2013,The mango ice is awesome!,4tBboKZrkVWp4IZES_wqug
iu-KRfucMNM1j9-EstPGXg,0,2013,I'm only here for the root beer float,tzIlxRJz_Y3gXA9eNP7QAQ
Fozo0B-y42EhRMomR0K5vQ,0,2014,My favorite place in town,5BfyObsvVjB6zcj8Wy5RDQ
-yApKLEFAvvNyifvpNKWCA,0,2010,Com'on... Open!!!! I want my custard ice cream!,2-PD6df20ge-k9SPHmcxiw
kwMJ4KfhEcrk9jiMe-S6wQ,0,2014,very crowded on a friday,q3GeSW9dWN9r_ocqFkhrvg
3H3KLktgOrKr9UzpUUSZwA,0,2011,31 cent ice cream cone today,iXGoQVfBXU0CrwrRBWXozA
zOL260xaXDYZZPBItzALxQ,0,2015,The coffee is great! Go shopping in the vintage shop!,LP9_pEcY-ofbVGIhK9UUDw
SSOG-T0sA2UlQkhqkkHBgQ,0,2015,Nice open air space with easy parking (for south side.),QYKexxaOJQlseGWmc6soRg
poX-2lODvtmkR6pve8FXFA,0,2011,Starving!,PN7_gopg70Ryu3vDrnvX8g
mKcCsAUf0lDtL8qWfQCDqg,0,2015,Fairly nice selection of beer -- singles and six packs. Cold and not.,2ZZNOoMQ7WFvFoxDUFw1wg
oDQG-l5jts3-M2r9xKquyA,0,2015,The smoothies are terrible along with employee attitudes.,j55ixDdocWen8nSor9VopQ
6Uv15dNmIxtPMB_1O2O1vA,0,2015,"Nice picnic area with piped in music, umbrellas, and a fountain.",QYKexxaOJQlseGWmc6soRg
urSuLlkYXXI5uwtKIxl9ew,0,2017,They have almond milk!,3Dl4CLF_0EtuYvSWB6Q37w
RqpL5Y50F9exjyHfpTzp3w,0,2013,Cherrylimades at Sonic = the best!,rW33zAX5Ot3tSAx4uM5KxQ
08t3_HjbpLyPeuft6eoa5A,0,2016,"Call to make sure they are open!!! Last time wen went they were closed for the season :,(",xpkdFgOVRX43fV0begAaOQ
hojZyJk1Wf2UE2CpG7cgIg,0,2012,"Good fast service, custom made a california style patty melt, not bad...",ewDNa_FRoG71UFm56eTGkw
XPIUUhZyClvXW4-rT3tRMQ,0,2014,Mmmmm coconut kulana yummy,RCgfxH5PclsgSKRWDGJ86A
Y-rCSbMqXWk54bKRAIoyUQ,0,2016,"Try not to go there when semester break is going on at UofI. You may get served with stale food. I don't blame the restaurant; during the semester break the entire town misses it's soul, 'the students'. As a result, things get kind of slow, the restaurants try to recycle some of the old leftovers.",VFTYmmbMuiGjlmICBqM52Q
VHZPbCbIPHEkKOotdCTiow,0,2013,See you there!,PSI7wvuqEhhV9Jh_fP2eZQ
2232XZ-3ub4S9cmrHJSDFg,0,2015,"I like this place. Ice creams are good, though not the best.",e67TGUfNnz04A1Ahd0tF2A
I_a74zmgR-X03LsKISWPcg,0,2015,Wednesday night Kendama crew!,uRMslpetVek6hMAgSrTYCA
2rvBPUBtQU0WfcOAHLQWRQ,0,2016,"It was my first time here, I enjoyed not only the donuts but the fun names as well.",T86qHJJQloenhfj8LOGcng
-95mbLJsa0CxXhpaNL4LvA,0,2018,"Just love finding out the ""vegan"" stuff I have been ordering.. ISNT ACTUALLY VEGAN!! Educate your employees!!",I9TSSFY4BAuKRFHbra0u8w
8eSmXnZG0N1GRsqiFeU9uA,0,2010,Try the Double Cookies and Cream...Ridiculous!,QJI9OSEn6ujRCtrX06vs1w
Hz1F5uruPe1kCsf5PIA6Sg,0,2015,Never had a bad flavor here!,135DbbQnr3BEkQbBzZ9T1A
xfCgxY_SQfzxFsQjNiLJEQ,0,2015,"I got the mint cookies and cream, it's one of their specials right now and I highly recommend it",PdkCws6zLuVOx8o2lp6L6w
MOi64A9mDpK9zUB8546L8Q,0,2012,Slushies yum!,udKt1v4vvdsX_0YybTP9OQ
zOL260xaXDYZZPBItzALxQ,0,2012,"What a wonderful little ""hole in the wall"".  I've driven by several times and decided to stop by.  Great food, atmosphere is amazingly retro from the staff to the music.  Ask for Devin, she looks like all the circa 1950s pics of your family.  Adorable.",vIsEJsMbPGOVsSp04cc6EQ
xDAjrXQ54-cLj0zYMkT03A,0,2015,Short review: BEST GELATO EVER!!! The hot chocolate made with gelato is a MUST...,i2dkuiHX0WzQqDDnoQLg-Q
viFP7j-WLzVhkCFXWGWQDw,0,2012,Gettin it in wit some happy hour slushes!,PSkAxz3AEqL9bTQRprPeAw
cNx3qzQ55JXpjZEt4lc7Tg,0,2017,They currently don't have chocolate custard & it is replaced with green tea custard.,QSMsF78PxVYiAwwwHeZ7xA
suLXZUWsh53kzoTVnO4gng,0,2011,ew yo this place took for god damned EVER.,-Vrb0dmE3AxJuJ0dyVY4NA
lWnG8JOua6jJ_STTLLstlg,0,2017,no rolled vegan options...but they offer vegan gelato,zgV0ZroIF956gw4cul8MHA
TUpyKJFqL_ySZMo54pT-Sw,0,2016,Yummie raspados.  Not good food.  Chamangos=good,fLnkI1uHtXEsjtF6KoBHbQ
cUGFEQOu3_VsOpbvHGx8ZQ,0,2017,It smelled like wet dog in here. So we turned around and walked out.,gAkiUuunU0wb4FSVOpJmyg
-yApKLEFAvvNyifvpNKWCA,0,2012,I win.,pZ6P_1V-bTSoYG1fg1TXzw
4JHGVuanHAu5n8DxvVcuVw,0,2015,Two scoops of gelato & one bowl of Pina Colada: $56,R_g7nh8iT_qVUkjtb10gdA
iObLvZHRZ0RLTQOu-swDgA,0,2012,Salted caramel with Health. Yum.,AIHzJz0AvTq0FxCLtBhOZA
1GGLx6k4SgM-MykB5TTiJg,0,2012,Dollar daily deals at this location.,r-zUIQPaHzvIyL93wQaoiQ
jBh399TajGcH28Zo2J1pHw,0,2016,Try the natural cut from as well!,CZs1Eq7t1fqpXV1yox-CVg
k1bwHg1izaXnUz67pSx_zQ,0,2016,"Pretty small store, better for ordering to go.",dY7MjY7tF2xu21yRKm4BiQ
-hzQQ8tbXThpp0k5E_y1Dw,0,2016,Crepes are good!,5Tu3vmb4gVwcMn-oF2HsTQ
Hw-yFY8Fz8HOvY6I5l7Ljg,0,2016,"Absolutely fantastic !!
Many many toppings. 
Oahu oatmeal yogurt rocks",XPTsmTZqvWbvlMwboks7Hw
Oov46oqwdu6ljHokq1xjfg,0,2017,Frozen yogurt! I enjoy how they setup everything.,r9ZUG1tXBQ-mvmyRiJKSMQ
roA-hNugvAwiyVirIFH8Aw,0,2016,The double cheese burger with tater tots is amazing.,O9pMFJSPg80YVzpMfNikxw
bRR4gsjHv0F_RnRGjQBqlg,0,2012,Expresso Ice !!!!,Zemr8otoe_xhutAI62rWqQ
7i_FVSJQle6cQWTZnFyCrQ,0,2010,If you have a dog they sell frosted dog biscuits!,ADvSJWpDG3Sh2OLOYe7eSg
leJo2p90gVq1JQzR-QP-hA,0,2012,They have bobas at this one?!,9VSF4TdGoqX69qWTMuKwaA
DxzAGrpddzgGmdtNBHgi8g,0,2011,Free scoop on your bday. Sign up for the newsletter,eSo5hmAF_UW1N5XFsx0q7Q
aZLggARpUrEpdalQqPUI0Q,0,2014,Expensive,JgMb-_la1_BTYgMOBJtAHw
VHZPbCbIPHEkKOotdCTiow,0,2013,Yuzu is the new limited edition flavor!!!,v6oGFvXjuJ5DMT3pUqMXnw
WlTeMP8p3m1b3LxkfBllLQ,0,2012,I only get drinks here so can't tell you about the food!,jjogE_kPPMjxKvDEFlct6w
I_a74zmgR-X03LsKISWPcg,0,2013,Almond pudding = almond jello,arcqHmypqqT8EAYVC0Htag
On8O41uCKj1GfF1Bt4S2Lg,0,2010,.99 cent sundaes after 8 pm for a limited time.,r5ggPC6OccLk6dDl5yqsJQ
RA1Jchnz3uQDg4YVHckKXQ,0,2016,Free parking at the garage next door just park on second floor and higher!,DPJsO89jaPFSjWsTGAe0vw
suLXZUWsh53kzoTVnO4gng,0,2015,Great happy hour!,5PTZFJ0etDjWN3BvbqNDVg
roA-hNugvAwiyVirIFH8Aw,0,2014,Snack attack,u_wqt9RshdZsoj8ikLqoEQ
KJM7tOTqSqqe414cKs6L7g,0,2013,Dulce de Leche,uYlzvshOSWCTwNLFBELTug
bRR4gsjHv0F_RnRGjQBqlg,0,2015,Tasty. Friendly staff. What's not to like?,SAvfpZXe1qtu_5U_yvYI0A
dYDuaXVyIXMXlmeMYf2ktw,0,2012,Trying Medieval Madness with oatmeal raisin cookies!,q9jCDNZDRUYl2Pwlgxocig
ortVZ6ZUTK7CR41B7AwtXQ,0,2012,"Good music.
Nicely renovated.",FkiAB75VsciCt76Bo88aSg
P9xoO-WxaazIMQI7grYUwg,0,2011,Pace. Yourself. $10.10 sushi buffet. Nuff said.,7M-rWYRGPfCDnb7tjl7QGQ
_lpqjZAseSvoDxPN-_JnzQ,0,2016,Fresh Peach FTW,WVpLGijDRa7pk_yuJTZu2Q
dg5cg298SXZVMo4ZEwSUtg,0,2014,"I stinkin adore this place. Gelato. Enough said. And they carry Pokett coffee, chocolate  and peanut butter for my mesmerized lips. I love the pirouettes in a waffle cone. Yes I'm that kid with 3 scoops. And it's next to a coffee shop and my fave brunch spot if you need more reason to eat. I will never leave here :/",zEBjQm_S26TI1Etpvie9sw
NbrXg59fYR3MoeXdeAIQIQ,0,2017,"An egg cream soda does not actually involve egg. It's whipped cream, vanilla syrup and soda water. If you're looking for something unique to try, I highly recommend it.",EJszEuYW8Iphw4b88SwWHw
NEinRS0q-WZeSSVoTI7avQ,0,2012,The only place I get my ice and drinking water.,gH3JDpHQfVcMEGaAaCJPjA
viFP7j-WLzVhkCFXWGWQDw,0,2011,First time,Qw-ooK1dWeJ8n0nhrL1zJQ
Hv_F1yErD0slkYCI1V9SPw,0,2012,Love this place. Great quick cooling refreshment! Try the chocolate. It will change your life.,q5fFjuXgJjkEDKbpLHm5Lg
K8M3OeFCcAnxuxtTc0BQrQ,0,2011,Birthday treat!,dsX3MiQiTy3OVI8MKn0I4w
VHZPbCbIPHEkKOotdCTiow,0,2013,Love the new toppings added to the menu!  Azuki/red beans and egg pudding made in house!,2EuPAGalYnP7eSxPgFCNDg
_lpqjZAseSvoDxPN-_JnzQ,0,2017,Great location convenient to the light rail and nearby apartments.  Sea salt chocolate is my new favorite.  Great summer time treat!,dLYgi5MavKXhE62Sshd5Zg
sxNMGQwUuaDsviR4BtuX0g,0,2016,Beyond excited to finally have rolled ice cream in Vegas!!!,LTCxnnAQGaGZPHZx4KbvGA
xfCgxY_SQfzxFsQjNiLJEQ,0,2016,Rocky road may be the best ice cream I've ever had.,jt49xjEjQisu6wTTGn6B3A
VmspRdKauEargr8YX1oL-Q,1,2014,"I like art of flavors, but the textures here aren't far off.",U4INQZOPSUaj8hMjLlZ3KA
s7fROnWWGUzxCQ29JZQsZQ,0,2017,Loved this place,1LCCiCl2WD4q-V1c3b0-LQ
p-n42R58yEoNtWgBDG1Eiw,0,2016,Try the vegan cookies n cream....tastes just like regular,Z0sXnwF1eZWONpRzMedOEQ
On8O41uCKj1GfF1Bt4S2Lg,0,2011,24 hour!! I'm starving and sonics is across the street from the palms!,h4o8e_Xbca2kXQO_vzOqgg
nlsibvBeSc8vfus2KuQatA,0,2015,Why does it take so long to scoop ice cream?,qECKBghDpWlTWT711THlbA
oVZsUPIMdS8Vk7Jip5l0_g,0,2014,Tasters two scoop = two different flavors for the same size and price of a regular scoop,FSyrMp4pGdBd456MkCO8WQ
p6Rf2hsyF1eYVJk9ag3W2A,0,2015,They have a couple whipped creams they can add to your ice cream. The Nutella whipped cream is the absolute best.,gaPf1qNX7PAf14wIPBUmVg
KJM7tOTqSqqe414cKs6L7g,0,2012,Build your own sundae!,-HAHTQeOzHX5TCDb7qs9Yw
sxNMGQwUuaDsviR4BtuX0g,0,2017,So unique and yummy!,SEU2gao8_RtMgmMBgEgUSQ
cNx3qzQ55JXpjZEt4lc7Tg,0,2017,The swirl is yummy,e7o1IGApDU8ZmFfGWOepbA
egpDg61SdYbKWvCpPM7Nbg,0,2016,It's ice cream nothing special that's just my opinion.,IVCKb8qFsbrzsdaRjW06Dw
-yApKLEFAvvNyifvpNKWCA,0,2012,I haven't been here in 2-3 weeks! Maple walnut !,pZ6P_1V-bTSoYG1fg1TXzw
Hp8k_RpSIWSeJguyaQpfIw,0,2017,"Check out their Instagram page for their daily flavors, as it's always changing",7zZOZu02Mir91ikLG1RAnw
XBEx2FI2GKmsjs7eWNr7Lw,0,2016,"Also, this is my favorite acai bowl in town :)",6BLLyZDiR0pb-h2E5qvLXw
DxzAGrpddzgGmdtNBHgi8g,0,2016,Delicious I cream and very nice workers,SuLHQJ3CgAhKBLPra1v8Bw
_7u6Cdgoo65xqUNOuRX4Ew,0,2015,Download the nekter app and get free ish!,2eToXGVa0Fzti8drf3HaoQ
KuyB4pILxj4pKHvbY6CrJg,0,2015,They moved a table from the patio to inside in order to accommodate us. Thank you!,jUZW1alRK8QvdZ-pH1OquQ
P9xoO-WxaazIMQI7grYUwg,0,2011,Woo hoo FroYo,qe7WLp3xAfwyM2oezVKC7w
I_a74zmgR-X03LsKISWPcg,0,2013,Perfect place to cool off with friends during the summer heat!!,iUjubaWvrZREGcgkne7DLA
bRR4gsjHv0F_RnRGjQBqlg,0,2015,Great custard! Great service!,uGrjuSXDl_XPlHpnJGfglA
mPfdYJj4d5KBPINDkaZY-Q,0,2011,Iced soy latte with their own salted caramel = bliss,je5k8a3qIOM0VJE5MaxsfQ
RA1Jchnz3uQDg4YVHckKXQ,0,2012,Try a vegan peanut butter chocolate chip cookie! They're addicting for vegans and carnivores alike.,sRi2bYXjK4MsE_wE8PnSAg
Te8ubqIn8aH2uplVhvMntw,0,2012,Pistacchio!,o1_sfJ71nrq5QrF00v3Icw
F3oDNZGUJBIHHy4wQ5jRGw,0,2015,Don't go here for the Pup Cup!! They don't participate:(,GelfFty1_TeqtED1TGEdMg
DE37j9FjAfysF5q7jQ507Q,0,2017,"I have eaten here many times, and I've never seen or eaten anything that has been wilted or gone bad. I have watched them however, taking the temperature of the the food they are cooking, to make sure it's done. But everything here is good.",A0j21z2Q1HGic7jW6e9h7A
viFP7j-WLzVhkCFXWGWQDw,0,2011,Diet cherry limeade,Qw-ooK1dWeJ8n0nhrL1zJQ
tI7dXg2UboJozj28v7sjLw,0,2011,Hungry!  Love their salads and cod fish!,DCb1NHozrcKBKokL7z3LfQ
VHZPbCbIPHEkKOotdCTiow,1,2013,"Black sesame, mochi, condensed milk with egg custard.",rTydTPQKKXoysaVPC0CLxw
mPfdYJj4d5KBPINDkaZY-Q,0,2013,Best sweets in town!,ODDHnvkJ_VM6mz2xwuhWHg
KuyB4pILxj4pKHvbY6CrJg,1,2015,Iced pistachio latte is yum :D~~~,u_wqt9RshdZsoj8ikLqoEQ
Hp8k_RpSIWSeJguyaQpfIw,0,2015,Must sample every flavor! The savory ones may sound weird but are always a pleasant surprise!,oAIcFvWMDkyzfCyHHPOK3A
hojZyJk1Wf2UE2CpG7cgIg,0,2013,put the fry sauce on your burger and fries,7P6t9qnhKLOa8SqGb85B7w
K8M3OeFCcAnxuxtTc0BQrQ,0,2015,Try the dark chocolate blueberry milkshake for something different!,135DbbQnr3BEkQbBzZ9T1A
vN7tRomv8VndTxIZDKG7yQ,0,2013,Holy mega topping bar!,-rlIN1BFK65MyHWt_HhPJg
Z3y47L3EY-axAEVbwmXZaA,0,2014,Loved the Cherry Amaretto !,r0j4IpUbcdC1-HfoMYae4w
1Vn_lex3LGGwuTo-xeJnww,0,2016,What happened to the carob chips?,3ajYEDNvhbmk8AHVObIDhA
RA1Jchnz3uQDg4YVHckKXQ,0,2012,"Cool, laid back. Take a friend here for coffee!",Vy4Y00GzBUQvLyY-XqXtSA
oyh1CYVHDiAyDtF-ug8y3w,0,2017,Dole pineapple whip anytime you want.... need I say more?!,SBFwL9OhG5VPWXuzMxm7bQ
roA-hNugvAwiyVirIFH8Aw,0,2013,Half price on shakes after 8pm,qb-8RrNbVj-3WkXYuxpi3w
tEaW0zgsYihSTjysrpXaWg,0,2014,Great service but even better ice cream,R8u2_-ElvpPHxgEg3XZ8OQ
vn5Ebwy-IdtJ6PQE6y7vaA,0,2017,"Combo prices as of November '17:
One item combo - $6
Two item combo - $8
Three item combo - $12",_GLdJlcnCa81-06JJoblfQ
KuyB4pILxj4pKHvbY6CrJg,0,2014,"Limited latte menu. Primarily other things like tea and desserts. Spanish latte was bland. Get iced if you want a bigger size, ""hot"" is much smaller.",TsEE8dZYoAa-Tzzem3yjRw
ccd6w9w81PUBmtV1DFXgig,0,2013,Happy Hour at Sonic means from 2:00-5:00 pm half price drinks and slushies,VtLdzz_1olnpRU6AuSsEVg
rnBffgr3QiXUpKef2YFScg,0,2011,"In the words of Rachael Ray, ""Yum-o!""",3wvXrRRinoFmSgrRrTSQow
kwMJ4KfhEcrk9jiMe-S6wQ,0,2013,Vanilla custard gelato with a shot of espresso on top. YES!,2ZZNOoMQ7WFvFoxDUFw1wg
-95mbLJsa0CxXhpaNL4LvA,0,2015,Lo ţ moċ ţ ıţ ×ţ o j,AXYQINgZ1_CR0sTeqIJ5tw
KuyB4pILxj4pKHvbY6CrJg,0,2016,Drove from Southern Highlands for this place. Did not disappoint...BOMB!!,wctS9-zOeqzdAoWixTxvwA
hojZyJk1Wf2UE2CpG7cgIg,0,2012,Yum yum. LJ R don't steal my fries!!,1JEXL5K6VTx01tAs6Jskkg
XPIUUhZyClvXW4-rT3tRMQ,0,2015,Love this place. Go here way too often! Great atmosphere.,W4IYVKKeie3ii1ZN4NO-yg
